Skin Type,Usage Periode,Review,Rating,Label,cleaned_review
"Dry, Medium Light, Warm",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,disclaimer personal experiencelocal brands retinol serum somethinc level retinoltaglinenya level skincare game powerfull yet gentle encapsulated retinolbg story dulukeluarga retinol pakai bentuk turun granactive retinoid beda dasar derivat inikalau granactive retinoid molekul bikin langsung receptor retinoid kulit kitajadi aktivitas biologis ubah bentuk aktivitas bikin iritasi purgingsementara encapsulated retinol bentuk retinolhanya bungkus proses bareng receptor retinoid kulit minim resiko iritasi purging proses dalam bungkus inicapsul lindung luruh perlahan retinolnya sel sel kulit kitamohon maklum paham baca referensi kesalahtafsiran sila koreksi kolom komentar yaaku usaha gambar kerja apakalau alam serum retinolnya somethinc rasa kencang diawalawal pakai retinolnya enkapsulasi alias dibungkussetelah pakai jarak pakai kulit bekerjadan purgingsejadijadinya suamikuaku berekspetasi purging kondisi kulit whitehead bandel sisa breakout akibat dehidrasipurgingnya parah cuaca panas lembabsementara kemanamana pakai maskerwalaupun rajin ganti maskne tambah daftar iritasikuada masa dagu miring sebelahkarena daerah bibir dagu whitehead purging jerawat nodule bengkak mata dempet banget tampil benjol panjang bibir dagusakit gapegel banget dar sakitada masa malas makan buka mulut menyiksalalu minggu tiga stop semingguaku fokus hidrasi ekstra kendor csm layerin hydrating toner serum berlapislapisminggu empat lagikali rubah step dimix moisturizer purgingminggu enam putusin libur minggu pulih skinbarrier obat jerawat duluoh ya pakai sebenarnyaaku dehidrasi kering kulit daerah jerawat baikbaik rusak skinbarriernyasaat henti kali iniaku kulit rada baik oil routinekutapi minggu depan pakaikembali purging kali ragu purging buka daerah berwhitehead clog pores lagiorang sekitar bilang daerah jerawat pakai retinol sajatapi melebardisinilah putus henti formulasi cocok buatkuatau harsh kulit beradaptasisaat kulit jerawat sana sinitapi sembuh wajar proses menyiksakebanyakan sisasisa purging matang satusaturada sedih cocok peer baik kondisi kulittapi harap cocok brand lokal mudah dicariharap catat cocok dia kamu cocok bought personal experience,2,Negative,disclaimer personal experiencelocal brands retinol serum somethinc level retinoltaglinenya level game powerfull yet gentle encapsulated retinolbg story dulukeluarga retinol bentuk turun granactive retinoid beda dasar derivat inikalau granactive retinoid molekul langsung receptor retinoid kulit kitajadi aktivitas biologis ubah bentuk aktivitas iritasi purgingsementara encapsulated retinol bentuk retinolhanya bungkus proses bareng receptor retinoid kulit minim resiko iritasi purging proses bungkus inicapsul lindung luruh perlahan retinolnya sel sel kulit kitamohon maklum paham baca referensi kesalahtafsiran sila koreksi kolom komentar yaaku usaha gambar kerja apakalau alam serum retinolnya somethinc kencang diawalawal retinolnya enkapsulasi alias dibungkussetelah jarak kulit bekerjadan purgingsejadijadinya suamikuaku berekspetasi purging kondisi kulit whitehead bandel sisa breakout akibat dehidrasipurgingnya parah cuaca panas lembabsementara kemanamana maskerwalaupun rajin ganti maskne daftar iritasikuada dagu miring sebelahkarena daerah bibir dagu whitehead purging jerawat nodule bengkak mata dempet tampil benjol bibir dagusakit gapegel dar sakitada malas makan buka mulut menyiksalalu minggu stop semingguaku fokus hidrasi ekstra kendor csm layerin hydrating toner serum berlapislapisminggu lagikali rubah step dimix moisturizer purgingminggu enam putusin libur minggu pulih skinbarrier obat jerawat duluoh sebenarnyaaku dehidrasi kering kulit daerah jerawat baikbaik rusak skinbarriernyasaat henti iniaku kulit rada oil routinekutapi minggu pakaikembali purging ragu purging buka daerah berwhitehead clog pores lagiorang bilang daerah jerawat retinol sajatapi melebardisinilah putus henti formulasi cocok buatkuatau harsh kulit beradaptasisaat kulit jerawat sinitapi sembuh wajar proses menyiksakebanyakan sisasisa purging matang satusaturada sedih cocok peer kondisi kulittapi harap cocok brand lokal mudah dicariharap catat cocok cocok bought personal experience
"Combination, Light, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Beautyhaulindo,pakai malam toner timpa niacinamidenya somethinc bagus pakai beda bikin iritasi merah bikin kulit sehat pori kalem kalo besok pagi nya pakai sunscreen kalo malemnya pakai recomended deh serum,5,Positive,malam toner timpa niacinamidenya somethinc bagus beda iritasi merah kulit sehat pori kalem kalo besok pagi nya sunscreen kalo malemnya recomended serum
"Combination, Medium Light, Cool",Usage Period : Less than 1 weekPurchase Point : Beautyhaulindo,okay tulis review pakai produk minggu ideal hasil pakai produk skincare minimal minggu overall rasa efek baik,5,Positive,okay tulis review minggu ideal hasil minimal minggu overall efek
"Oily, Medium, Cool",Usage Period : 1 month - 3 monthsPurchase Point : Tokopedia,ngeralat reviewku kemarin ragu ngefek bo purging ragu muncul pakai tunggal produk sajakalau sih retinolnya ku combine niacinimide hyaluronic acid hasil cakep banget deh kulit tekstur muka halus cerah tone wajah kulit sehat inti kalo maksimal dicombine produk niacinimidenya hyaluronic nya keduanyaaa,4,Positive,ngeralat reviewku kemarin ragu ngefek bo purging ragu muncul tunggal sajakalau sih retinolnya combine niacinimide hyaluronic acid hasil cakep kulit tekstur muka halus cerah tone wajah kulit sehat inti kalo maksimal dicombine niacinimidenya hyaluronic nya keduanyaaa
"Combination, Medium Light, Cool",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,bagus banget jujur hasil singkat pas kali pakai hasil pagi muka ku kenyal lembap jerawat cepat kering senang banget bangun pagi habis pakai muka ku sehat pakai pakai ganti ordinary niacinamide kayak ngefek jago ku ,5,Positive,bagus jujur hasil singkat pas hasil pagi muka kenyal lembap jerawat cepat kering senang bangun pagi habis muka sehat ganti ordinary niacinamide ngefek jago
"Dry, Medium, Warm",Usage Period : 1 week - 1 monthPurchase Point : Shopee,pakai minggu minggu kali minggu pakai kulit gue keringggg banget pelembab nampol pakai retinol lembab bangun tidur gue pakenya pakai ultimunenya shiseido retinol gue kasih pelembab khiels hasil bagus sih purging jerawat numbuh garis senyum samar usia kayak efek secepet muda suka,5,Positive,minggu minggu minggu kulit gue keringggg pelembab nampol retinol lembab bangun tidur gue pakenya ultimunenya shiseido retinol gue kasih pelembab khiels hasil bagus sih purging jerawat numbuh garis senyum samar usia efek secepet muda suka
"Combination, Medium, Neutral",Usage Period : 1 week - 1 monthPurchase Point : Shopee,first time pakai retinol coba rerinoid bikin break nemu sih somethinc retinol works amazing skin ngefek parah gila combine niacin nya duo combination parah kulit akuhhh suka,5,Positive,first time retinol coba rerinoid break nemu sih somethinc retinol works amazing skin ngefek parah gila combine niacin nya duo combination parah kulit akuhhh suka
"Normal, Medium, Warm",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,serum retinol lokal empat coba staple banget tekstur unik cair unlike serum cenderung creamy bingung makenya takut banyak takut iritasi kalo banyak biasa takut pakai banyak segentle purging sih heboh kelar notice use everyday takut keringiritasi suka really works acne cepat nyembuhin jerawat bikin jerawat i m getting used feel like can t live without repurchase sih kaya sanggup beli serum retinol inceran mihil kelas baik buat,5,Positive,serum retinol lokal coba staple tekstur unik cair unlike serum cenderung creamy bingung makenya takut takut iritasi kalo takut segentle purging sih heboh kelar notice use everyday takut keringiritasi suka really works acne cepat nyembuhin jerawat jerawat i m getting used feel like can t live without repurchase sih kaya sanggup beli serum retinol inceran mihil kelas
"Combination, Medium Light, Warm",Usage Period : 1 week - 1 monthPurchase Point : Shopee,retinol pertama jatuh cinta works banget halus tekstur wajah bruntusan hilang bulan muka halus banget deh pokok berani layer retinol active ingredients tonerretinol banget pakai moisturizer pakenya kali minggu btw bodoh ku lupa pakai toner langsung retinol muka kering banget please careful ya gais main retinol,5,Positive,retinol jatuh cinta works halus tekstur wajah bruntusan hilang muka halus berani layer retinol active ingredients tonerretinol moisturizer pakenya minggu btw bodoh lupa toner langsung retinol muka kering please careful gais main retinol
"Dry, Medium Light, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Beauty Studio,kali beli racun kak hani pas kak hani pakai ngurangin bekas jerawat sebenenrnya ngincer sold mulu shopee harga beda pas beauty studio bilang restock langsung gercep mesen purging cuman jerawat sok far rasai sih tekstur muka bekas jerawat pudar bikin kering recommended first timer retinol habis botol kasih final review bantu matengin jerawat nyembuhin jerawat hilang bekas jerawat signifikan sih slowly sure kalo cegah jerawat sih ya tekstur muka,5,Positive,beli racun kak hani pas kak hani ngurangin bekas jerawat sebenenrnya ngincer sold mulu shopee harga beda pas beauty studio bilang restock langsung gercep mesen purging cuman jerawat sok far rasai sih tekstur muka bekas jerawat pudar kering recommended first timer retinol habis botol kasih final review bantu matengin jerawat nyembuhin jerawat hilang bekas jerawat signifikan sih slowly sure kalo cegah jerawat sih tekstur muka
"Combination, Medium Light, Warm",Usage Period : 3 months - 6 monthsPurchase Point : Brand website,retinol pakai hasil amazing bagus banget noda noda bekas jerawat pudar jerawat kontrol rata tekstur warna kulit habis langsung repurchase takut habis cinta ,5,Positive,retinol hasil amazing bagus noda noda bekas jerawat pudar jerawat kontrol tekstur warna kulit habis langsung repurchase takut habis cinta
"Combination, Medium, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Brand website,coba retinolnya somethinc pengin step retinol game pakai retinol pakai nya mesti selang seling malemnya ya kulit kaget biasa bagus bangeeett rasa hasil ajaib retinol tuh kulit mulus bekas jerawat pudar jerawat jujur bekas gelap banget bandel hilang dipakein retinolnya somethinc hilang  hepiii definitely recommend,5,Positive,coba retinolnya somethinc pengin step retinol game retinol nya mesti selang seling malemnya kulit kaget bagus bangeeett hasil ajaib retinol tuh kulit mulus bekas jerawat pudar jerawat jujur bekas gelap bandel hilang dipakein retinolnya somethinc hilang hepiii definitely recommend
"Dry, Medium Light, Neutral",Usage Period : 1 week - 1 monthPurchase Point : Shopee,segi harga affordable kemas ribet ringan plastik tekstur sih encer pas pakai muka cepat nyerep nya langsung rasai efek bikin glowing sih kalo pudar bekas jerawat sih butuh bagus banget bikin kering,5,Positive,segi harga affordable kemas ribet ringan plastik tekstur sih encer pas muka cepat nyerep nya langsung rasai efek glowing sih kalo pudar bekas jerawat sih butuh bagus kering
"Combination, Light, Cool",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,turut produk benarbenar suitable coba kandung retinol kadar retinolnya rendah teskturnya cair produk retinol coba lihatlihat review orang produk performa produk pakai bulan hasil dapatin kulit kenyal kulit hidrasi kulit cerah bekas jerawat merah bantu samar warna merah sok far suka sih expect kandung retinolnya list urut dont mind kandung tengahtengah overall bagus sih,4,Positive,benarbenar suitable coba kandung retinol kadar retinolnya rendah teskturnya cair retinol coba lihatlihat review orang performa hasil dapatin kulit kenyal kulit hidrasi kulit cerah bekas jerawat merah bantu samar warna merah sok far suka sih expect kandung retinolnya list urut dont mind kandung tengahtengah overall bagus sih
"Dry, Medium Light, Warm",Usage Period : 1 month - 3 monthsPurchase Point : Beautyhaulindo,penasaran salah active ingredient retinol maju mundur beli banget brand keluar kecuali brand lokal review banding aspek aspek pilih ambil somethinc retinol level kulit coba bahan pilih kandung tunjang safe ingredients pakai minggu benerbener tbh experience good purging bantu kurang bekas jerawat hormonal acnes kurang banget cinta banget produk brand somethinc,5,Positive,penasaran salah active ingredient retinol maju mundur beli brand kecuali brand lokal review banding aspek aspek pilih ambil somethinc retinol level kulit coba bahan pilih kandung tunjang safe ingredients minggu benerbener tbh experience good purging bantu bekas jerawat hormonal acnes cinta brand somethinc
"Dry, Medium Light, Warm",Usage Period : 1 week - 1 monthPurchase Point : Shopee,serum retinol pertama suka tekstur cair warna kuning wangi pakai efek apaapa lanjut pakai malam deh kulit pipi merah perih pikir henti putus pakai ngelayer moisturizer guna retinol kulit kering kelupas asa perih pakai malam skip hari daannn pakai bulan kulit adaptasi retinol kulit halus bekas jerawat cepat hilang garis halus dahi smile les samar sangka sih efek cepat  repurchase nih  btw bingung kasih bintang lumayan bikin kulit perih kering kali pertama pakai bahan aktif bentuk serum kulit coba adaptasi lewat adaptasi deh kulit biasa retinol kembang banding produk,5,Positive,serum retinol suka tekstur cair warna kuning wangi efek apaapa malam kulit pipi merah perih pikir henti putus ngelayer moisturizer retinol kulit kering kelupas asa perih malam skip daannn kulit adaptasi retinol kulit halus bekas jerawat cepat hilang garis halus dahi smile les samar sangka sih efek cepat repurchase nih btw bingung kasih bintang lumayan kulit perih kering bahan aktif bentuk serum kulit coba adaptasi adaptasi kulit retinol kembang banding
"Normal, Medium Light, Warm",Usage Period : 1 week - 1 monthPurchase Point : Shopee,serum bagus banget jujur taku coba pakai retinol cocok banget beruntus hilang pakai pokok cinta banget serum definitely purchase product,5,Positive,serum bagus jujur taku coba retinol cocok beruntus hilang cinta serum definitely purchase product
"Normal, Medium, Neutral",Usage Period : 1 week - 1 monthPurchase Point : Instagram,pakai bruntusan jerawat bekas jerawat bandel tambah umur okay pakai pakai malam pagi nya bruntusan kempes bekas jerawat pudar,5,Positive,bruntusan jerawat bekas jerawat bandel umur okay malam pagi nya bruntusan kempes bekas jerawat pudar
"Combination, Medium Light, Warm",Usage Period : 1 week - 1 monthPurchase Point : Shopee,salah coba retinol umur sih kalo tipe kering pakai retinol umur kalo oily pas umur pakai nya efek milia ku pas pakai pagi hari muka ku lembab tuh kering,4,Positive,salah coba retinol umur sih kalo tipe kering retinol umur kalo oily pas umur nya efek milia pas pagi muka lembab tuh kering
"Oily, Medium Dark, Cool",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,suka banget pakai retinol brand gemar setia produk somethinc bahan bahan aman hubung kulit muka sensitif pakai retinol amanamaan pakai rutin repurchase tentuuuu,5,Positive,suka retinol brand gemar setia somethinc bahan bahan aman hubung kulit muka sensitif retinol amanamaan rutin repurchase tentuuuu
"Combination, Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,suka banget retinol tekstur super encer bau sengat ngeganggu produk gampang banget nyerap kulit singkat muka glowing banget pori pori kecil besttt,5,Positive,suka retinol tekstur super encer bau sengat ngeganggu gampang nyerap kulit singkat muka glowing pori pori besttt
"Combination, Medium Dark, Warm",Usage Period : 1 month - 3 monthsPurchase Point : Beautyhaulindo,bagus banget asli dikombinasiin niacinamide bagus banget  kali pakai hasil muka alus kenyal cerah bau aneh nyerepnya lumayan cepat greasy oil tekstur,5,Positive,bagus asli dikombinasiin niacinamide bagus hasil muka alus kenyal cerah bau aneh nyerepnya lumayan cepat greasy oil tekstur
"Combination, Medium Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,sebucin somethinc benar bagus pakai rangkai hasil muas gantung krim dokter somethinc cepat ngempesjn jerawat mudarin bekas jerawat muka glowing sehat kalo malam bareng niacinamide nya pagi kulit glowing kenyal sehattt oh iya rekomendasi adek jerawat bucin parah somethinc,5,Positive,sebucin somethinc bagus rangkai hasil muas gantung krim dokter somethinc cepat ngempesjn jerawat mudarin bekas jerawat muka glowing sehat kalo malam bareng niacinamide nya pagi kulit glowing kenyal sehattt oh iya rekomendasi adek jerawat bucin parah somethinc
