Skin Type,Usage Periode,Review,Rating
"Dry, Medium Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Instagram,udah dua bulan lebih blm abis2.smpet brenti pake..coba pake lagi sayangnya masih gak cocok dg retinol..masih terlalu strong di mukaku..tiap pake paginya pasti kulit jadi gradakan...emang sih cerah dan bekas acne spot memudar dikit..tapi purgingnya itu lamaaa..coba kupakein terus Krn syg GK abis2 masih aja blm sembuh..menyerah deh...pake buat leher aj ð,3
"Normal, Medium, Warm",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"gak ngefek apapun ke flek hitamku yg disebabkan matahari nih. efeknya malah ke skintag di muka yg bikin lembut di ujung skintag jadi seperti berhenti numbuh/bobok sementara. no thanks, maybe later nyobain varian lain.",2
"Combination, Medium, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,Tekstur produknya cair dan runny jadi saat dipakai di wajah ini langsung menyerap dan gak lengket. Ini produk retinol pertama yang aku coba. Sayang produk ini gak cocok buat aku. Padahal udah pakai 2 hari sekali dimalam hari. Diaku bikin breakout jadi aku hentikan sementara terus aku coba lagi tapi tetap bikin breakout jadi aku stop.,3
"Combination, Medium Light, Warm",Usage Period : 1 week - 1 monthPurchase Point : Tokopedia,"Waw, kaget sih wkwkkw. Kepepet ada acara sblm taun baru ini, padahal muka agak bertekstur, jadi ku bukalah ini serum. Pakai sekali, efeknya mayan ada loh, kaget juga aku, tapi pas bsknya mulai balik lg teksturnya. Coba ku pakai lagi tiap 2 hari sekali, diseling sama AHA BHA somethinc juga, mayan nih mukaku. EDIT: sebelum ini sempet break out (kayanya karena serum lain, tp ga yakin). Eh pas pakai ini, penyembuhannya lebih cepat dong â¤ï¸. Oh tp di kulit ku bikin pori-pori kebuka gede gitu, ada yg jaya gini jg ga??",5
"Dry, Dark, Warm",Usage Period : 1 month - 3 monthsPurchase Point : Tokopedia,"(HONEST REVIEW) Aku udah pake habis 1 botol. Secara tekstur, aku suka karena dia cepet nyerep, jadi untuk layering gampang. Secara hasil, yg aku rasain bgt sih kulitku jadi kenceng ya, kalo claim nya untuk mencerahkan, menghilangkan bekas jerawat (PIE) dll sih aku belom ngerasa selama pemakaian 1 botol, tpoverall aku suka efek retinol nya lumayan kerasa. Repurchase? yes. Oiya aku pakenya banyak sih sekitar 8 pump, soalnya dia cepet bgt nyerepnya jadi spreadingnya agak sulit kalo terlalu dikit",4
"Oily, Medium Light, Neutral",Usage Period : 1 week - 1 monthPurchase Point : Beautyhaulindo,"Retinol serum pertama dan baru aku pake 2 minggu. Lagi struggling sama beberapa jerawat dan tekstur kulit, kebetulan produk peeling (dengan kandungan AHA BHA PHA) udah habis dan kurang membantu kondisi kulitku, jadi mau coba retinol. Sebenernya way too soon untuk kasih review karena hasil retinol memang butuh waktu lumayan lama, tapi surprisingly tekstur kulitku udah jauh lebih baik, udah semakin halus. Aku pake 2 hari sekali dan aku layer dengan hyaluronic acid serum, sejauh ini nggak terjadi iritasi atau purging. Overall, one of my best purchases this year.",5
"Dry, Medium, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"Ini retinol ke 3 yg aku coba dan sekarang sudah masuk botol ke 2. So far suka dan hasilnya lebih keliatan dibanding retinol brand lainyg sebelumnya aku coba. Tekstur kulit di dahi membaik, dan jerawat bulanan aku sama sekali ga muncul dong. Seneng banget deh pokoknya.",5
"Combination, Medium Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Brand website,setelah pemakaian kurang lebih 3bulan keliatan banget hasilnya. kulit wajah jadi lebih halus milia juga makin kempes dan komedo mulai berkurang banget. yang awalnya timbulÂ² sekarang udah engga. dan poriÂ² bener ketutup dan kulit wajah kelihatan sehat banget sih,5
"Dry, Medium, Warm",Usage Period : 3 months - 6 monthsPurchase Point : Beautyhaulindo,"Retinol pertama yang aku coba dan jujur love hate relationship pakai produk ini. Minggu pertama aku pakai 2 kali, setelah yakin tidak membuat kulit kering aku tingkatkan intensitas pemakaiannya menjadi 2 hari sekali. Selang-seling dengan Cosrx AHA/BHA. Sebulan pertama kulitku masih adaptasi dan muncul bruntusan di area dahi meskipun sebentar. Bulan kedua pemakaian muncul maskne, padahal aku jarang jerawatan di area pipi. Bulan ketiga, intensitas pemakaian berkurang dan aku menyadari tiap ada jerawat baru lebih cepat kempesnya. Untuk bekas juga jadi lumayan memudar. Tapi setelah pakai 3 bulan aku merasa selalu ada tekstur seperti bentolan kecil yang timbul di beberapa area kulit. Bisa dibilang produk ini cukup mild, teksturnya juga lumayan cair jadi cepat meresap ke kulit. Karena Retinol baru kelihatan efeknya setelah jangka panjang, aku memutuskan break sebentar setelah 3 bulan pakai, mungkin akan beralih ke bakuchiol dulu yang lebih mild.",4
"Dry, Medium Light, Neutral",Usage Period : 1 week - 1 monthPurchase Point : Shopee,"my first retinol dan ini bagooosh bgt! kalo di anjuran awal pake itu seminggu 2/3 kali aja, aku langsung gas pake terus tiap malem wk krn amazed pas hari pertama coba kulitku yg kering ini paginya langsong kenyal nyoyyy lembut gituð¥º pake di barengin sama rangkaian whitelab di aku cocok bgt. cuma pas awal aja keluar jerawat batu 2 biji but i don't mind krn di tuker sama hasil kulit yg lembut. pasti repurchase!",5
"Combination, Medium Light, Warm",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"Retinol pertama yang kupake. Rasanya lengket abis dipakai ke muka, tapi ga annoying. Dari review dibilang pemakaian dilakukan bertahap. Aku pakai tiap malam dan sejauh ini cocok aja. Bekas jerawat memang cepet hilang cuma karena dikombinasiin sama niacinamide gatau apa bener ini efek pure retinol atau bukan.",5
"Dry, Medium, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Tokopedia,"Aku pake sebulan lebih 3x seminggu.Yg aku rasa adalah tekstur kulit aku jadi kencang dan halus. Namun aku liat kulitku jadi agak kusam jadinya berhenti pake. Untuk yaang mau memperbaiki tekstur kulit , ini worth it sih.",4
"Normal, Medium Light, Neutral",Usage Period : 1 week - 1 monthPurchase Point : Tokopedia,Perdana nyobain retinol! Retinol somethinc ini awal-awal dipake keliatan banget hasilnya. Bikin muka cerah dan bikin jerawat ku gajadi muncul atau cepet kering. Tapi lama-lama aku ngerasa dia kayak ga match sama skincare routineku yg skrg jadi lah ku jarang pake.,4
"Dry, Medium, Neutral",Usage Period : 1 week - 1 monthPurchase Point : Shopee,"ini perdana nyobain skincare yang mengandung bahan aktif kyk retinol ini. kulit aku tipe yg susah ngefek kalo pake skincare, pas nyobain ini kerasa banget sih efeknya. milia aku ngecil, tekstur kulit aku juga lebih halus. tapi mungkin kulit muka aku sedikit shock dg keberadaan retinol yg aku pake setiap hari, jadi baru 4 hari aku pake, ada rasa perih panas gt dibawah mata aku. trus aku stop sekitar 3 hari aku pake lagi.dan gapapa.bgt dia. pas lanjut tiap hari lg, ehh perih lg. jd kesimpulannya retinol ini di muka aku gabisa dipake tiap hari kayaknya ya wkwkwkwk apalagi pertama kali bgt.kulit aku ga kuat ketemu retinol tiap hari. tapi aku suka efeknya gimana dong huaaaaa",4
"Combination, Medium, Warm",Usage Period : 3 months - 6 monthsPurchase Point : Beautyhaulindo,"Pertama kalinya cobain retinol di usia 22thn. Waktu pas awal2 aku lupa make ini 3 hari berturut2 dan akhirnya kulitku terkelupas sampe iritasi merah2, akhirnya aku calm-in pake sheetmask yang ada hyaluronicnya. Tapiii setelah pemakaian sekitar 4bulanan bareng somethinc niacinamide ternyata bener2 work banget buat ngilangin bekas jerawat dan ngalusin tesktur wajah. Walaupun agak bau tapi dia ga ganggu pas di aplikasikan ke wajah, teksturnya juga watery bangetttt dan cepet meresap walaupun agak lengket. Btw ini bakalan jadi awet bgt karena makenya cuma 3 hari sekalið",5
"Combination, Medium Light, Neutral",Usage Period : Less than 1 weekPurchase Point : Shopee,So far aku pertama kali coba yg retinol ini 3hari kulit si jadi halus dan kenyal tp jg nimbul jerawat baru di wajah aku. Kulit wajah aku super sensitif jd cuma beberapa hari pakai skincare lgsg ngefek.dan ini terbilang gk cocok buat aku.itu pengalaman pribadiku yah.,4
"Dry, Medium Light, Warm",Usage Period : 1 month - 3 monthsPurchase Point : Official Brand Store,"Yang baru mau start dg retinol cobain si somethinc ini deh, retinol 1% dengan encapsulated safe even sensitive skin. Texturenya light slightly oil, diapply di slot serum fast absorbing without greasy feeling, gada sensasi tingling atau perih-perih. Super gentle dipake tiap hari pun fine aja gitu. Skintone naik 1 tingkat, PIH PIE fading, gabikin kering apalagi ngelupas, ga bikin burning juga, gada wangi yg mengganggu karna emg fragrance free. Highly recomended for beginner!",5
"Combination, Medium Light, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Beautyhaulindo,woww jujur banget ini satu2nya produk retinol yang cocok dan ringan yang bisa aku pakai sering. awalnya aku pakai produk lain yang retinol juga tapi ternyata terlalu keras di kulit aku yang agak sensitif sehingga purging deh. tapi aku pakai ini sama sekali ga purging dan bisa bikin calon jerawat kempes dalam semalam.,5
"Oily, Medium Light, Cool",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,"I LOVE THIS PRODUCT! Baru berani review stlh lewat dr 3 bulan penggunaan. Awalnya takut pakai retinol, takut efeknya terlalu harsh di kulit aku dan sempet ragu-ragu mau beli atau engga. Tapi produk ini menurut ku âsopanâ dan kalem bgt kerjanya. Awal pakai cuma seminggu 1x, dipemakaian pertama & kedua emangsih terasa habis pakai retinol kulit ku berasa kyk agak kering dan setelahnya aku pst selalu pakai moisturizer+sleeping mask. Tapi setelah udh pemakaian ke3, kulit udh gk berasa kering stlh pakai retinol ini. Dan stlh lewat 1 bulan aku br berasa kulit ku mulai terasa plumpy, dibulan ke 2 bekas jerawat yg menghitam agak gede pelan2 berkurang gelapnya & ukurannya. Pas aku tambahin Niacinamide di skincare routine, makin cepet bgt keliatan hasilnya. Banyak bekas jerawatku yg memudar, sisa tinggal kecil2 gitu, kulit makin plumpy & moist. Tapi untk fine lines so far stlh lebih dr 3 bln pakai masih belum begitu pengaruh. Tapi aku cintak bgt sama produk ini! Buat pemula yg baru mau coba2 retinol, ini cocok banget sih.",5
"Oily, Medium, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Beautyhaulindo,"Produk mengandung retinol pertama yang pernah aku coba! Jujur susah banget dapetin ini karena out of stock terus:) Pertamnya aku ga ekspektasi apa2 sih karena brand lokal, TP TERNYATA WOW muka ku jadi cerah banget, mengontrol minyak jadi jarang tumbuh jerawat. TAPI dipakainya malam sajaa yaa, aku pernah pakai di pagi hari dan sudah pakai spf, ttp menimbulkn jerawat. AAAAA suka bgt produk ini!! Teksturnya juga cair gampang menyerap, hasil maksimal, harga murah meriah, tunggu apalagi ayo dicoba!!!",5
"Oily, Medium, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Brand website,"Sempet ragu sih awalnya, karna ini pertama kali aku pake retinol. but ini bener bener worth it di aku, ini yg ketiga bulan aku pake. Awal aku pake, 2 hari kemudian aku dapet purging, dikit sih. habis itu gaada purging but kulitku kek ngelupas dikit gitu. But lama lama ga ada efek negatif apa apa dan bekas jerawat udah agak ilangan gitu. And yang paling waw nya itu ini matengin jerawat banget, apalagi jerawat yang ada mata nanahnya itu. 8 jam pake retinol ini, jerawatnya langsung kering dong dan gaada bekas jerawatnya juga. Recommended bangett! Repurchase? yes banget",5
"Combination, Medium Light, Neutral",Usage Period : 1 week - 1 monthPurchase Point : Brand website,"Setelah jerawatku sembuh, akhirnya ku memutuskan pake retinol ini, sempet galau mau pake Avo atau ini, tp akhirnya ku memutuskan pake ini karena smua serum dia ngaruh di muka aku:) dan rangkaian somethinc pun akhirnya lengkapp shay setelah ada retinol ini. overall yg kurasain emang pori poriku kerasa enak banget sih, dan lembab bangettt. aku pake ini juga layering ama yg B5 dan niacin nyaaa",5
"Dry, Medium Light, Cool",Usage Period : Less than 1 weekPurchase Point : Shopee,"(SOLD)Nyarinya susah minta ampun.. Sekalinya dapat gk cocok, dikulitku yg acne prone dan dry skin dia nimbulin jerawat baru. Tapi dia bagus buat memperbaiki tekstur kulitku yg ada scarnya dan mengecilkan pori pori. Gk bikin perih atau panas ataupun ngelupas. Malah terlihat glowing karna setelahnya aku kasih serum yg Hyalu dan tonernya pakai yg hydrating. Aku jual aja 100k. Isi masih banyak, aku makenya ditaruh di tangan jadi pipet masih higienis, belinya tgl 12 bulan kemarin. Lokasi Jombang",5
"Combination, Light, Cool",Usage Period : Less than 1 weekPurchase Point : Shopee,"yayyyyy retinol keduaku setelah avoskin punya. kurleb 1mingguan kupake, dia ini kan emg a bit stronger, lebib potent dikit dibanding yg avoskin kan, tp turns out dia aman bgt pemakaian seminggu ini dan gada efek kering atau gaenak lainnya, malah lembap2 aja gitu enak. aku msh bingung pemakaiannya sih, soalnya aku biasa tetes di jari lgsg baurin muka, tp krn ini runny encer bgt jdnya kuratain dl di tangan bentar aja lgsg baur muka gitu. gada bau aneh2 siii, semingguan make udh sedikit keliatan efeknya pori enakbgt! itu yg oaling kerasa, sama bekas jerawat lebib kalem sih menurut aku, sekilas tampak agak pudar, we'll see ke depannya gmn ya!",5
"Combination, Medium Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Beautyhaulindo,"blm pernah cb retinol sebelumnya..telat bgt emg..Packaging : ukuran pas 20ml, botol hijau gelap..cukup bagus, mengungat vit.A ga stabil thdp cahaya dan udara.. Tekstur : kuning kecoklatan,, cepat menyerap dan memberi sedikit rasa lengket setelah di aplikasikan..Formula : mengandung ceramide,,yg bs membantu menjaga dan mengembalikan skin barrier kita (blh koreksi klo salah), trs jg katanya ini Vit A nya di enkapsulasi, yg bs membuat vit.A nya lbh stabil. Realita, warna kuning kecoklatannya cpt brubah jd coklat..huhu.. Efek dimuka : beneran bs ilangin flek hitam ku di wajah,,signifikan lho mnurutku.. tidak ada rasa cekit2 saat dipakai.. cukup membuat area dahiku kering (pdhl ga pernah bgini seumurÂ²) Oia buatacne spot jg berkurang bgtt... Lumayan buat ukuran lokal lah..Repurchase ? no..mau cb brand luar ð",5
"Dry, Light, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,"AKHIRNYAA! Setelah 3 tahun back to you! Welcome back retinol, retinol itu adalah kuncian sebetulnya; aku sih cocok banget sama produk-produk skincare yang mengandung retinol, karena masalah kulit yang aku alami dulu, sembuh karena pake retinol, apa ajah manfaat retinol- Untuk kecantikan kulit- Anti-aging- Menyembuhkan jerawat- Mengecilkan pori-pori3 tahun berhenti menggunakan retinol karena hamil dan menyusui, untuk mengawali penggunaan retinol, aku rekomendasiin si Somethinc Level 1% ini, karena kandungan retinol-nya yang lebih rendah dibanding yang lain. Dan Product ini tuh udah di mix juga sama Hyaluronic acid (yang fungsi-nya untuk melembabkan) jadi sudah dipastikan saat penggunaan pun ga akan bikin kulit wajah jadi kurang terhidrasi / akan jadi kering setelah-nya. Aku selalu pake dimalam hari setelah penggunaan Niacinamide, sebelum night cream. Efek setelah penggunaan selama sebulan ini : - Warna kulit wajah lebih merata- Menghilangkan noda bekas jerawat- Mengecilkan pori-pori- Mencerahkan lebih cepatBangun pagi kulit wajah langsung berasa âbahagiaâ gtu hahahah, duh apa yaa bahasanya. Tapi jujur semenjak pake retinol kembali; yes my skin love it.",4
"Normal, Medium Light, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Beauty Studio,"Pas lagi pengen beli ini kebetulan pas lagi langka.bahkan di officialnya aja lagi kosong. dan alhamdulillah dapet di beuty studio. syukaaa banget ma jenis retinol yg kaya gini.mild, ga bkn kering,ga biikin ngelupas2, dan ga da rasa krg nyaman dikulit. kulit asik2 ja pake ini.dan efeknya pun cucok meong...",5
